incident_administrative_unit,incident_county,incident_acres_burned,incident_longitude,incident_latitude,incident_type,calfire_incident,mean_temperature,Population,incident_days,month_extinguished
CAL FIRE Tehama-Glenn Unit,"Tehama, Glenn",19609.0,-122.4393,40.09571,Wildfire,True,19.597582,94141,53.0,10
CAL FIRE/ Tuolumne–Calaveras Unit,Calaveras,55.0,-120.85258,38.03106,Wildfire,True,33.297832,45674,0.0,8
CAL FIRE Tuolumne-Calaveras Unit and Central California District,Tuolumne,2857.0,-120.312565,37.813779,Wildfire,True,22.035088,54993,10.0,8
CAL FIRE /San Diego County Fire Department,San Diego,45.0,-117.328234,33.454896,Wildfire,True,26.57836,3289701,2.0,8
Unified command with CAL FIRE and San Jose City Fire Department,Santa Clara,143.0,-121.68465,37.18725,Wildfire,True,24.223288,1916831,5.0,8
"Unified Command: Plumas National Forest, Lassen National Forest, Lassen-Modoc Unit",Plumas,29570.0,-120.757,40.274,Wildfire,True,21.689606,19650,18.0,9
Point Reyes National Seashore National Park Service,Marin,4929.0,-122.836701,38.018089,Wildfire,False,17.097292,260485,45.0,10
BLM Northern CA District Bureau of Land Management,Lassen,567.0,-120.536,40.773,Wildfire,False,13.851552,31873,5.0,8
Los Angeles County Fire Dept,Los Angeles,290.0,-118.36411,34.65979,Wildfire,False,24.29789,9936690,2.0,8
CAL FIRE Madera-Mariposa-Merced Unit,Madera,400.0,-119.88673,37.08053,Wildfire,True,19.59672,157243,0.0,8
CAL FIRE Sonoma-Lake-Napa Unit,Lake,13.0,-122.637037,39.012743,Wildfire,True,25.90229,68024,1.0,9
"San Bernardino National Forest, San Bernardino County Fire Department ","San Bernardino, Riverside",22744.0,-116.98669,34.08056,Wildfire,False,16.594973,4610050,72.0,11
Cleveland National Forest ,San Diego,16390.0,-116.692705,32.765615,Wildfire,False,25.885984,3289701,19.0,9
CAL FIRE MEU Mendocino Unit,Mendocino,1100.0,-123.3965,39.4935,Wildfire,True,20.008854,91145,7.0,9
CAL FIRE Nevada-Yuba-Placer Unit ,Yuba,1311.0,-121.32361,39.3637,Wildfire,True,17.069843,81705,5.0,9
CAL FIRE Santa Clara Unit ,Stanislaus,45.0,-121.18018,37.46377,Wildfire,True,26.513233,552063,1.0,9
CAL FIRE Siskiyou Unit,Siskiyou,45.0,-122.84057,41.68229,Wildfire,True,21.849527,44049,8.0,9
CAL FIRE Siskiyou Unit,Siskiyou,50.0,-123.021635,41.575549,Wildfire,True,17.052084,44049,10.0,9
Sierra National Forest,Fresno,1185.0,-119.027309,37.135474,Wildfire,False,8.154958,1008280,58.0,11
Klamath National Forest ,Siskiyou,2188.0,-122.847359,41.211022,Wildfire,False,13.227686,44049,14.0,9
"Unified Command: CAL FIRE Sonoma Lake Napa, Sonoma County Sheriff’s Office, Napa County Sheriff’s Office, Santa Rosa Fire Department and Santa Rosa Police Department.","Napa, Sonoma",67484.0,-122.49745,38.56295,Wildfire,True,16.040394,625820,23.0,10
CALFIRE Shasta-Trinity Unit,"Shasta, Tehama",56338.0,-122.56656,40.53927,Wildfire,True,23.615625,247336,16.0,10
Angeles National Forest ,Los Angeles,230.0,-118.4,34.563,Wildfire,False,24.780998,9936690,2.0,9
Riverside County Fire Department,Riverside,454.0,-117.374419,33.764357,Wildfire,True,17.964485,2429487,1.0,9
CALFIRE Amador-El Dorado Unit ,Amador,48.0,-121.003602,38.49375,Wildfire,True,25.427752,40577,3.0,10
CAL FIRE/ Amador-El Dorado Unit,Sacramento,20.0,-121.039236,38.464074,Wildfire,True,25.316793,1579211,1.0,10
CAL FIRE Amador El Dorado Unit ,Amador,21.0,-121.006635,38.424016,Wildfire,True,24.694862,40577,2.0,10
CAL FIRE Nevada Yuba Placer Unit ,Yuba,56.0,-121.450982,39.181047,Wildfire,True,14.156188,81705,0.0,10
CALFIRE/ Santa Clara Unit,Contra Costa,30.0,-122.104314,37.821737,Wildfire,True,18.140541,1162648,1.0,10
CAL FIRE Tuolumne Calaveras Unit ,Calaveras,21.0,-120.64541,37.98337,Wildfire,True,23.114113,45674,2.0,10
CAL FIRE San Bernardino Unit  ,San Bernardino,170.0,-117.138078,34.014728,Wildfire,True,25.458277,2180563,1.0,10
CAL FIRE Amador-El Dorado Unit,El Dorado,15.0,-120.964726,38.659387,Wildfire,True,21.331314,191713,3.0,10
City of Oroville Fire Department,Butte,6.0,-121.54475,39.51694,Wildfire,False,21.043833,213605,0.0,10
CAL FIRE/ Sonoma Lake Napa Unit,Napa,61.0,-122.37828,38.56184,Wildfire,True,15.89209,137384,2.0,10
CAL FIRE Shasta-Trinity Unit,Shasta,5.0,-122.342,40.41486,Wildfire,True,11.837028,181852,0.0,10
CAL FIRE & Orange County Fire Authority and Orange County Sheriff ,Orange,12466.0,-117.65719,33.73614,Wildfire,True,17.254255,3175227,12.0,11
CAL FIRE & Orange County Fire Authority ,Orange,13964.0,-117.675067,33.877257,Wildfire,True,18.127962,3175227,12.0,11
Angeles National Forest and Los Angeles County Fire Department,Los Angeles,131.0,-117.778561,34.146195,Wildfire,False,14.280529,9936690,1.0,11
CAL FIRE RRU & City of Corona,Riverside,1087.0,-117.62109,33.893351,Wildfire,True,15.873952,2429487,11.0,12
"Unified Command: CAL FIRE, Orange County Fire Authority, and USFS",Orange,6686.0,-117.674967,33.743842,Wildfire,True,14.942818,3175227,8.0,12
CAL FIRE Lassen Modoc Unit,Lassen,24.0,-120.374514,41.591948,Wildfire,True,1.7696667,31873,0.0,12
Ventura County Fire,Ventura,174.0,-119.078,34.33622,Unknown,False,14.1759615,842009,1.0,12
CAL FIRE Riverside County Unit,Riverside,1954.0,-117.03459,33.93244,Wildfire,True,18.634478,2429487,1.0,12
Ventura County Fire Department,Ventura,250.0,-118.83967,34.20955,Wildfire,False,15.858403,842009,1.0,1
Kern County Fire Department,Kern,865.0,-119.185309,34.99432,Wildfire,True,20.98299,906883,1.0,1
CAL FIRE/ Riverside County Fire Department,Riverside,43.0,-116.10723,33.52871,Wildfire,True,15.434559,2429487,1.0,1
Los Angeles County Fire Department,Los Angeles,184.0,-118.5553174,34.3585229,Unknown,True,10.958884,9936690,3.0,1
CAL FIRE San Mateo-Santa Cruz Unit,Santa Cruz,20.0,-122.13372,37.18381,Wildfire,True,8.6448145,268571,3.0,1
CAL FIRE San Mateo  Santa Cruz Unit,Santa Cruz,37.0,-121.83627,36.98767,Wildfire,True,10.431964,268571,3.0,1
Bureau of Land Management,Kern,86.0,-117.591073443333,35.5819816117628,Wildfire,False,10.810204,906883,6.0,3
CAL FIRE/Siskiyou unit,Siskiyou,873.0,-121.627082,41.927772,Fire,True,12.782856,44049,2.0,3
CAL FIRE Shasta-Trinity Unit,Shasta,35.0,-122.0536419,40.6758842,Wildfire,True,14.672333,181852,0.0,4
Ventura County Fire Department,Ventura,25.0,-118.700095005513,34.3027732846536,Fire,True,17.791792,842009,1.0,4
CAL FIRE San Diego Unit,San Diego,28.0,-116.582369,32.958961,Wildfire,False,12.209667,3289701,1.0,4
CAL FIRE Mendocino Unit,Mendocino,200.0,-123.35838,38.99914,Wildfire,True,12.320792,91145,6.0,4
Sutter County Fire Department,Sutter,80.0,-121.5896697,38.9743823,Wildfire,False,19.591444,99101,12.0,5
CAL FIRE MMU,Merced,93.0,-121.143154,37.0953436,Fire,True,13.0772505,282290,0.0,4
Los Angeles County Fire Department,Los Angeles,650.0,-118.616276,34.449686,Wildfire,False,21.749155,9936690,5.0,5
CAL FIRE Sonoma-Lake Napa Unit,Lake,65.0,-122.517715553264,38.8843712846835,Wildfire,True,17.750105,68024,2.0,5
CAL FIRE San Diego,San Diego,5366.0,-116.443391,32.987532,Wildfire,True,23.737051,3289701,4.0,5
CAL FIRE Riverside Unit,Riverside,32.0,-116.767011,33.532246,Wildfire,True,19.308723,2429487,0.0,5
CAL FIRE/Riverside County Fire Department,Riverside,226.0,-117.044072,33.86972,Wildfire,True,23.733292,2429487,1.0,5
CAL FIRE Butte County Unit,Butte,550.0,-121.91936,39.85479,Wildfire,True,21.428518,213605,0.0,5
CAL FIRE Tuolumne-Calaveras Unit,Calaveras,118.0,-120.85258,38.03106,Wildfire,True,22.138458,45674,0.0,5
Sacramento County Metro Fire Department,Sacramento,44.0,-121.45965,38.28328,Wildfire,False,23.88167,1579211,0.0,5
CAL FIRE Nevada-Yuba-Placer Unit,Yuba,35.0,-121.361339,39.2510745,Wildfire,True,25.418417,81705,0.0,5
Los Angeles County Fire Department,Los Angeles,442.0,-117.663815,34.454231,Wildfire,False,19.857416,9936690,8.0,5
CAL FIRE Madera-Mariposa-Merced Unit,Merced,97.0,-120.419624,37.560209,Wildfire,True,21.714289,282290,1.0,5
BLM Northern Operations District,Lassen,29.0,-120.094517,40.971612,Wildfire,False,8.191276,31873,1.0,5
Los Angeles County Fire Department,Los Angeles,1202.0,-118.558938,34.079046,Wildfire,False,15.699733,9936690,12.0,5
CAL FIRE Riverside County Fire Department,Riverside,300.0,-117.1116,33.8948,Unknown,True,17.412193,2429487,1.0,5
CAL FIRE Riverside/ Riverside County Fire Department,Riverside,17.0,-115.917099,33.50994,Unknown,True,27.785057,2429487,1.0,5
CAL FIRE Amador El Dorado Unit,El Dorado,45.0,-121.01365,38.56101,Unknown,True,15.902583,191713,2.0,5
Los Angeles County Fire Department,Los Angeles,300.0,-118.5044868,34.7591895,Wildfire,False,14.587833,9936690,2.0,5
USFS Six Rivers National Forest,Humboldt,25.0,-123.66003,41.23106,Wildfire,False,15.791523,136132,16.0,6
CAL FIRE Mendocino Unit,Mendocino,18.0,-123.23205,39.384319,Unknown,True,12.076604,91145,3.0,5
CAL FIRE/Riverside County Fire Department,Riverside,115.0,-117.471517,33.965596,Wildfire,True,22.408646,2429487,3.0,5
CAL FIRE Madera Mariposa Merced Unit,Mariposa,197.0,-120.00392,37.45646,Wildfire,True,22.5645,17130,4.0,5
CAL FIRE Tuolomne- Calaveras Unit,Stanislaus,508.0,-120.839158711729,37.8934619685314,Unknown,True,21.394918,552063,1.0,5
Madera-Mariposa-Merced Unit,Madera,45.0,-119.5166045,37.1619216,Wildfire,True,28.855001,157243,3.0,6
CAL FIRE Riverside/ Riverside County Fire Department,Riverside,28.0,-117.089849,33.631955,Unknown,True,22.028334,2429487,0.0,6
CAL FIRE/Riverside County Fire Department,Riverside,43.0,-116.90145,33.895007,Fire,True,25.141056,2429487,2.0,6
CAL FIRE/ Madera-Mariposa-Merced Unit,Madera,50.0,-119.860478362096,37.2448494401916,Wildfire,True,22.319918,157243,2.0,6
Unified Command: CAL FIRE San Bernardino Unit and San Bernardino County Fire Department,San Bernardino,250.0,-117.418354641222,34.3832472034404,Wildfire,True,21.982765,2180563,2.0,6
Camp Pendleton,San Diego,1000.0,-117.34832277422,33.3157115652491,Wildfire,False,18.294443,3289701,2.0,6
CAL FIRE Sonoma-Lake-Napa,Yolo,34.0,-122.238889,38.899722,Wildfire,True,17.0395,217141,1.0,6
San Bernardino National Forest,Riverside,341.0,-116.4518615,33.5812044,Wildfire,False,30.66401,2429487,8.0,6
CAL FIRE Nevada Yuba Placer Unit,Yuba,150.0,-121.3587065,39.1956433,Wildfire,True,25.441248,81705,1.0,6
CAL FIRE Santa Clara Unit,Santa Clara,35.0,-121.76309,37.24042,Wildfire,True,21.049002,1916831,0.0,6
CAL FIRE / Riverside County Fire Department,Riverside,15.0,-116.94956,33.67127,Wildfire,True,28.310444,2429487,0.0,6
CAL FIRE Shasta Trinity Unit,Shasta,108.0,-122.49164,40.61468,Wildfire,True,29.728611,181852,5.0,6
U.S. Fish and Wildlife Service,Tehama,165.0,-122.16025,40.10806,Wildfire,False,31.227684,65484,9.0,6
CAL FIRE Amador-El Dorado Unit,El Dorado,10.0,-121.01273,38.79988,Wildfire,True,24.411833,191713,0.0,6
North Shore Fire Protection District,Lake,42.0,-122.916,39.16338,Wildfire,False,23.893833,68024,0.0,6
Unified Command: CAL FIRE/Butte Unit and City of Chico,Butte,402.0,-121.76629,39.77144,Wildfire,True,33.125557,213605,2.0,6
CAL FIRE San Bernardino Unit,Inyo,560.0,-118.20355,36.59717,Wildfire,True,15.092127,18829,3.0,6
CAL FIRE Tulare Unit,Tulare,11.0,-119.10788,36.47887,Wildfire,True,33.949997,473446,2.0,6
CAL FIRE Tulare Unit,Tulare,800.0,-118.85799,36.03223,Wildfire,False,21.222683,473446,4.0,6
Tule River Indian Reservation,Tulare,1265.0,-118.76857,36.03887,Wildfire,False,30.768417,473446,13.0,7
Los Padres National Forest,Monterey,2877.0,-121.558858,36.151231,Wildfire,False,18.490917,437609,23.0,7
Kern County Fire Department,Kern,48.0,-118.86258,34.83498,Unknown,True,29.920584,906883,2.0,6
CAL FIRE San Diego Unit,San Diego,515.0,-116.233056,32.903917,Unknown,True,35.726986,3289701,5.0,6
CAL FIRE Riverside Unit,Riverside,95.0,-116.707967,33.551747,Fire,True,26.433361,2429487,2.0,6
CAL FIRE Shasta-Trinity Unit,Shasta,761.0,-122.12107,40.53297,Fire,True,30.09963,181852,6.0,6
CAL FIRE Riverside County Fire,Riverside,20.0,-116.1147496,33.499081,Fire,True,38.341778,2429487,1.0,6
Placer County Fire Department,Placer,42.0,-121.39247,38.728881,Wildfire,False,24.630999,406608,0.0,6
Modoc National Forest,Modoc,580.0,-120.729446,41.583949,Fire,False,25.9411,8651,7.0,6
CAL FIRE San Benito - Monterey Unit,San Benito,145.0,-120.987172,36.63228,Unknown,True,19.486834,64753,1.0,6
CAL FIRE San Diego Unit,San Diego,350.0,-117.095858,33.337282,Wildfire,True,19.676334,3289701,4.0,6
CAL FIRE Lassen-Modoc Unit,Modoc,134.0,-120.497502,41.562302,Wildfire,True,26.08825,8651,4.0,6
CAL FIRE Santa Clara,Santa Clara,37.0,-121.584194,37.118582,Wildfire,True,19.766417,1916831,0.0,6
CAL FIRE/ Amador-El Dorado Unit,El Dorado,11.0,-120.876096,38.659971,Wildfire,True,25.828627,191713,1.0,6
Shasta-Trinity National Forest,Siskiyou,26409.0,-122.329,41.459,Wildfire,False,22.839159,44049,71.0,9
Lean Agency: Kern County Fire,Kern,220.0,-118.793912,35.442533,Wildfire,True,32.213085,906883,2.0,6
Lead Agency: Kern County Fire,Kern,1984.0,-118.891,34.919,Wildfire,False,28.230167,906883,3.0,6
Lassen National Forest,Butte,76.0,-121.406,40.039,Wildfire,False,22.949707,213605,12.0,7
"CAL FIRE/ Fresno-Kings Unit, Fresno City",Fresno,140.0,-119.735,36.932,Wildfire,True,31.87542,1008280,2.0,6
San Bernardino National Forest,San Bernardino,35.0,-117.280416,34.20849,Wildfire,False,25.734137,2180563,3.0,7
CAL FIRE/ Riverside County Fire Department,Riverside,122.0,-117.050236,33.740058,Wildfire,True,25.255041,2429487,1.0,6
CAL FIRE Madera - Mariposa - Merced Unit,Madera,35.0,-122.054254,41.665191,Unknown,True,26.99121,157243,1.0,6
Klamath National Forest,Siskiyou,10580.0,-122.054254,41.665191,Wildfire,False,24.971996,44049,17.0,7
CAL FIRE Siskiyou Unit,Siskiyou,118.0,-122.374848,41.917209,Wildfire,True,29.482903,44049,5.0,7
Sierra National Forest,Fresno,277.0,-119.254844094822,37.028657668133,Wildfire,False,27.045492,1008280,8.0,7
Shasta-Trinity National Forest,Shasta,12660.0,-122.348956,40.860525,Wildfire,False,30.567402,181852,19.0,7
CAL FIRE Tulare Unit,Tulare,384.0,-119.017899,36.10007,Wildfire,True,31.50796,473446,1.0,7
Plumas National Forest,Plumas,105670.0,-120.3415,39.83203,Wildfire,False,22.299633,19650,80.0,9
Los Angeles County Fire Department,Los Angeles,868.0,-118.87933,34.808751,Wildfire,False,27.805601,9936690,8.0,7
CAL FIRE Fresno-Kings Unit,Fresno,75.0,-119.393795,36.802809,Wildfire,True,30.842833,1008280,1.0,7
Modoc National Forest,Modoc,1011.0,-120.638464,41.80728,Wildfire,False,26.101068,8651,10.0,7
Redwood Valley FPD,Mendocino,80.0,-123.224377,39.253647,Wildfire,True,21.018667,91145,2.0,7
CAL FIRE Madera-Mariposa-Merced Unit,Merced,92.0,-121.05758,37.06047,Fire,True,32.085835,282290,0.0,7
Modoc National Forest,Modoc,110.0,-121.77593,41.28523,Wildfire,False,24.195019,8651,6.0,7
Cleveland National Forest,San Diego,86.0,-116.6253,32.82731,Wildfire,False,25.438515,3289701,7.0,7
CAL FIRE Contra Costa-Alameda-Santa Clara unit,Contra Costa,128.0,-121.667665,37.865193,Wildfire,True,28.669584,1162648,0.0,7
Kern County Fire,Kern,71.0,-118.81448,34.85178,Wildfire,False,27.107471,906883,1.0,7
CAL FIRE Madera-Mariposa-Merced,Mariposa,9656.0,-119.869785,37.350823,Wildfire,True,31.044565,17130,8.0,7
Shasta Trinity National Forest,Siskiyou,357.0,-121.82403,41.25272,Wildfire,False,26.878916,44049,4.0,7
Inyo National Forest,Mono,2965.0,-118.8745,37.8024,Wildfire,False,16.87921,13219,18.0,7
Lassen National Forest and National Park Service,"Butte, Plumas, Shasta, Lassen, Tehama",963309.0,-121.389439,39.871306,Wildfire,False,15.335435,512464,104.0,10
CAL FIRE Tehama-Glen Unit,Tehama,43.0,-122.64768,40.1703,Wildfire,True,28.595943,65484,2.0,7
Marin County Fire Department,Marin,35.0,-122.7418335,38.0975072,Wildfire,True,13.188999,260485,1.0,7
Stanislaus National Forest,Alpine,1320.0,-119.7512546,38.4504695,Wildfire,False,16.132677,1515,35.0,7
Humboldt-Toiyabe National Forest,Alpine,68637.0,-119.8591887,38.6280042,Wildfire,False,13.895049,1515,113.0,10
CAL FIRE Tehama-Glen Unit,Tehama,43.0,-122.55195,39.999396,Wildfire,True,30.80527,65484,3.0,7
Bureau of Land Management Northern California District,Lassen,55.0,-120.45187,40.86955,Wildfire,False,23.762333,31873,4.0,7
Bureau Land Management,Kern,2098.0,-118.46461,35.41153,Wildfire,False,25.154951,906883,24.0,8
CAL FIRE Nevada-Yuba-Placer Unit,Yuba,45.0,-121.24684,39.383922,Wildfire,True,27.572443,81705,2.0,7
Sequoia National Forest,Tulare,100.0,-118.722167,36.199833,Wildfire,False,24.677185,473446,5.0,7
CAL FIRE San Benito-Monterey Unit ,Monterey,171.0,-121.224797,36.476664,Wildfire,True,24.020731,437609,3.0,7
Plumas National Forest,Plumas,85.0,-120.8468224,40.183504,Wildfire,False,26.373064,19650,10.0,8
Shasta-Trinity National Forest,"Shasta, Trinity, Tehama",122653.0,-123.034,40.35,Fire,False,23.355288,263225,48.0,9
CAL FIRE Tuolumne-Calaveras,Calaveras,153.0,-120.867498,38.054116,Wildfire,False,27.348457,45674,2.0,8
Ventura County Fire,Los Angeles,340.0,-118.8217926,34.7479248,Wildfire,False,28.391287,9936690,1.0,8
Klamath National Forest,Siskiyou,145632.0,-121.9154934,41.5289901,Wildfire,False,9.40613,44049,75.0,10
CAL FIRE Shasta-Trinity Unit,Shasta,50.0,-122.482826,40.466364,Wildfire,True,30.679083,181852,0.0,8
Shasta Trinity National Forest,Trinity,223124.0,-123.337,40.752,Wildfire,False,11.617375,15889,88.0,10
Klamath National Forest,"Siskiyou, Trinity",199359.0,-123.057,41.389,Wildfire,False,6.0637236,59938,88.0,10
Angeles National Forest,Los Angeles,50.0,-117.65989,34.23604,Wildfire,False,24.988525,9936690,13.0,8
CAL FIRE Shasta Trinity Unit,Shasta,60.0,-122.506112,40.604986,Wildfire,True,29.500462,181852,6.0,8
CAL FIRE Nevada-Yuba-Placer Unit,"Nevada, Placer",2619.0,-121.01468,39.08805,Wildfire,True,16.140242,508930,9.0,8
CAL FIRE/ Shasta-Trinity Unit,Shasta,20.0,-121.89008,41.034362,Wildfire,True,29.67424,181852,6.0,8
CAL FIRE Nevada-Yuba-Placer Unit,Yuba,184.0,-121.30845,39.403918,Wildfire,True,27.511097,81705,10.0,8
CAL FIRE Sonoma-Lake-Napa Unit,Lake,127.0,-122.581257,38.826123,Wildfire,True,31.305529,68024,2.0,8
CAL FIRE Mendocino Unit,Mendocino,50.0,-123.637032,39.834099,Wildfire,True,23.118902,91145,5.0,8
El Dorado National Forest,"El Dorado, Alpine, Amador",221835.0,-120.537833,38.586,Wildfire,False,12.890073,233805,68.0,10
Sequoia National Forest,Tulare,8777.0,-118.555,36.268,Wildfire,False,15.684095,473446,32.0,9
Lake County Fire Protection District,Lake,83.0,-122.601395,38.928133,Wildfire,False,25.434624,68024,5.0,8
Six Rivers National Forest,Siskiyou,94962.0,-123.404,41.564,Fire,False,14.300281,44049,76.0,11
CAL FIRE/Riverside County Fire Department,Riverside,295.0,-116.659688,33.474823,Wildfire,True,24.844208,2429487,3.0,8
CAL FIRE Shasta-Trinity Unit,Shasta,10.0,-122.514391,40.616416,Wildfire,True,23.867332,181852,0.0,8
CAL FIRE Tuolumne-Calaveras Unit,Calaveras,639.0,-120.454797,38.038795,Wildfire,True,26.65278,45674,10.0,9
San Bernardino National Forest,San Bernardino,680.0,-117.440263,34.186147,Wildfire,False,18.97097,2180563,8.0,9
CAL FIRE Riverside Unit,Riverside,160.0,-116.877776,33.918089,Wildfire,True,30.20275,2429487,3.0,8
Unified Command: CAL FIRE Tuolumne-Calaveras Unit & City of Sonora,Tuolumne,100.0,-120.402221,37.962933,Wildfire,True,25.120008,54993,6.0,9
San Bernardino National Forest & San Bernardino County Fire,San Bernardino,50.0,-117.4546,34.25145,Wildfire,False,25.869486,2180563,5.0,9
Cleveland National Forest,"Riverside, San Diego",1427.0,-117.39309,33.484721,Wildfire,False,24.261389,5719188,4.0,9
San Bernardino National Forest,San Bernardino,61.0,-117.466,34.34,Fire,False,24.133198,2180563,4.0,9
Six Rivers National Forest,Humboldt,2421.0,-123.6744,40.8652,Wildfire,False,18.674618,136132,15.0,9
Six Rivers National Forest & Hoopa BIA,Humboldt,16.0,-123.52733,41.03877,Wildfire,False,20.315668,136132,9.0,9
CAL FIRE Amador-El Dorado Unit,Amador,46.0,-120.731748,38.529123,Wildfire,True,25.844416,40577,2.0,9
"Unified Command: CALFIRE Nevada-Placer Unit, Placer County Sheriff, California State Parks",Placer,411.0,-121.036613,38.921239,Wildfire,True,27.148127,406608,9.0,9
Unified Command: Cal Fire San Diego County and North County Fire Authority,San Diego,54.0,-117.111157,33.380079,Wildfire,False,20.75017,3289701,4.0,9
Lead Agency: Santa Barbara County Fire,Santa Barbara,70.0,-120.09009,34.6776,Wildfire,False,26.119389,445213,2.0,9
USFS - Angeles National Forest,Los Angeles,464.0,-118.688821,34.569383,Wildfire,False,22.740376,9936690,6.0,9
CAL FIRE Mendocino Unit ,Mendocino,257.0,-123.202039,39.232362,Wildfire,True,19.095083,91145,8.0,9
CAL FIRE Madera-Mariposa-Merced Unit,Madera,42.0,-119.792528,36.89365,Wildfire,True,22.743082,157243,0.0,9
San Bernardino City Fire,San Bernardino,71.0,-117.333215,34.164501,Wildfire,False,28.118917,2180563,1.0,9
CAL FIRE Sonoma-Lake-Napa Unit,"Napa, Sonoma",116.0,-122.416983,38.269863,Wildfire,False,21.817625,625820,1.0,9
CAL FIRE Shasta-Trinity Unit,Shasta,8578.0,-122.320243,40.729811,Wildfire,False,22.194592,181852,10.0,10
CAL FIRE Shasta-Trinity Unit,Trinity,80.0,-123.02375,40.649917,Wildfire,True,11.51937,15889,6.0,10
CAL FIRE Tehama-Glen Unit,Tehama,24.0,-122.436754,40.287225,Wildfire,True,13.715583,65484,1.0,10
Unified Command CAL FIRE and Kings County Fire,Kings,447.0,-119.960099,35.983649,Wildfire,True,17.093084,152515,1.0,10
CAL FIRE Sonoma Lake Napa Unit,Napa,132.0,-122.241128,38.170366,Wildfire,True,15.997626,137384,1.0,10
Unified Command Santa Barbara County Fire and Los Padres National Forest,Santa Barbara,16970.0,-120.136,34.553,Wildfire,False,16.119465,445213,40.0,11
CAL FIRE - Tehama-Glenn Unit,Trinity,59.0,-122.277441,39.986836,Wildfire,True,14.963855,15889,1.0,10
USFS - Modoc National Forest,Modoc,200.0,-120.358206,41.862388,Wildfire,False,9.573611,8651,1.0,10
BDU,Inyo,4136.0,-118.371813,37.369355,Wildfire,False,4.972947,18829,10.0,2
CAL FIRE Sonoma Lake Napa Unit ,Sonoma,21.0,-123.015106,38.46234,Wildfire,True,10.23775,488436,5.0,3
Santa Barbra County Fire Department ,Santa Barbara,120.0,-120.2770391,34.4687419,Wildfire,True,14.843739,445213,5.0,3
CAL FIRE Siskiyou ,Siskiyou,113.0,-121.9015432,41.9525087,Wildfire,True,5.481354,44049,2.0,3
CALFIRE Siskiyou Unit,Siskiyou,10.0,-121.692093,41.234712,Wildfire,True,10.127473,44049,2.0,3
CAL FIRE Shasta-Trinity Unit ,Shasta,10.0,-122.690559,40.44412,Wildfire,True,14.012688,181852,3.0,4
CAL FIRE / Riverside County Fire,Riverside,15.0,-115.916687,33.510716,Wildfire,False,29.10871,2429487,1.0,5
CAL FIRE Riverside Unit ,Riverside,60.0,-117.462367,34.018021,Wildfire,False,21.24725,2429487,1.0,5
Orange County Fire Authority,Orange,200.0,-117.744398,33.509464,Fire,True,18.294535,3175227,6.0,5
CAL FIRE RRU,Riverside,46.0,-116.900635,33.886637,Fire,False,18.59124,2429487,1.0,5
Tulare County Fire,Tulare,25.0,-118.98167,36.051411,Fire,False,24.189125,473446,0.0,5
CAL FIRE Mendocino Unit,Mendocino,36.0,-123.6641833,38.8733747,Wildfire,True,14.413541,91145,2.0,5
Sacramento River Fire District,Colusa,595.0,-122.0246463,39.2333948,Wildfire,False,17.993914,21811,4.0,5
CAL FIRE San Luis Obispo ,San Luis Obispo,48.0,-120.3564497,35.0155237,Wildfire,True,17.742584,281712,0.0,5
"San Bernardino County Fire, Joshua Tree National Park",San Bernardino,431.0,-116.447636,34.090619,Wildfire,False,16.517824,2180563,4.0,5
Colorado River Agency Bureau of Indian Affairs,Riverside,5856.0,-114.484173,34.010838,Wildfire,False,24.512405,2429487,374.0,6
CAL FIRE Sonoma-Lake-Napa Unit ,Napa,570.0,-122.270417,38.370078,Wildfire,True,19.151468,137384,5.0,6
Bureau of Indian Affairs,Riverside,60.0,-116.23339,33.59823,Wildfire,False,35.55973,2429487,4.0,6
CAL FIRE SAN LUIS OBISPO UNIT,San Luis Obispo,36.0,-120.56019,35.72373,Wildfire,False,26.059168,281712,1.0,6
San Bernardino County Fire,San Bernardino,95.0,-117.34635,34.31267,Wildfire,False,24.111755,2180563,4.0,6
CAL FIRE Butte County Fire ,Butte,54.0,-121.431372,39.385829,Wildfire,True,28.096972,213605,2.0,6
Lassen National Forest ,Tehama,100.0,-121.776,40.05,Wildfire,False,20.576635,65484,6.0,6
Kern County Fire ,Kern,517.0,-118.9253809,34.9324042,Fire,True,17.660574,906883,3.0,6
Angeles National Forest,San Bernardino,865.0,-117.61508,34.355593,Wildfire,True,10.9798765,2180563,375.0,6
CAL FIRE San Diego Unit,San Diego,65.0,-116.5882585,32.8134303,Wildfire,True,22.24573,3289701,3.0,6
CAL FIRE Tehama-Glenn Unit,Tehama,593.0,-122.45621,40.00919,Wildfire,True,17.265156,65484,5.0,6
CAL FIRE San Diego Unit,San Diego,70.0,-116.750667,32.567333,Wildfire,True,24.26825,3289701,1.0,6
"CAL FIRE San Mateo-Santa Cruz Unit
Redwood City Fire Department",Santa Cruz,20.0,-122.27742,37.459222,Wildfire,True,20.311142,268571,5.0,6
Kern County Fire Department & CAL FIRE Tulare Unit ,Kern,2500.0,-118.889446,34.936618,Wildfire,False,18.04136,906883,5.0,6
CAL FIRE Butte Unit ,Butte,66.0,-121.68694,39.37879,Wildfire,True,30.970001,213605,0.0,6
CAL FIRE Santa Clara Unit,Alameda,552.0,-121.556086,37.365652,Wildfire,False,14.60972,1663823,365.0,6
CAL FIRE Madera-Mariposa-Merced Unit ,Merced,349.0,-121.97785,38.42619,Wildfire,True,15.753941,282290,1.0,6
