incident_administrative_unit,incident_county,incident_acres_burned,incident_longitude,incident_latitude,incident_type,calfire_incident,mean_temperature,Population,incident_days,month_extinguished
CAL FIRE Fresno-Kings Unit,Fresno,70.0,-120.5828,36.60736,Unknown,True,22.613453,1008280,235.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Merced,12.0,-121.07761,37.21812,Unknown,True,17.417233,282290,17541.0,1
Department of Defense - Camp Roberts,San Luis Obispo,0.0,-120.80411,35.85253,Unknown,False,20.190098,281712,235.0,1
Camp Pendleton Marine Base,San Diego,486.0,-117.32348,33.3906,Unknown,False,20.02806,3289701,235.0,1
CAL FIRE San Diego Unit,San Diego,2056.0,-116.80527,32.65597,Unknown,True,20.732277,3289701,234.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,17.0,-120.474,35.556667,Unknown,True,18.316244,281712,234.0,1
Kern County Fire,Kern,506.0,-118.85896,35.4605,Unknown,True,23.69456,906883,234.0,1
CAL FIRE/Riverside County Fire,Riverside,10.0,-117.17773,33.94673,Unknown,True,18.107145,2429487,231.0,1
Santa Barbara County,Santa Barbara,190.0,-119.8036,34.9465,Unknown,True,20.847277,445213,234.0,1
CAL FIRE San Diego Unit,San Diego,25.0,-116.29296,32.679,Unknown,True,19.563536,3289701,230.0,1
CAL FIRE San Benito-Monterey Unit,San Benito,21.0,-120.99552,36.35578,Unknown,True,19.735163,64753,232.0,1
CAL FIRE/ Riverside County Fire,Riverside,35.0,-117.20507,33.96419,Unknown,True,21.058321,2429487,233.0,1
Camp Pendleton Marine Base,San Diego,1000.0,-117.39818,33.34988,Unknown,False,19.998457,3289701,229.0,1
CAL FIRE/Riverside County Fire,Riverside,120.0,-116.99651,33.88287,Unknown,True,21.788166,2429487,229.0,1
Kern County Fire Department,Kern,10.0,-118.35296,34.87128,Unknown,True,21.954166,906883,226.0,1
CAL FIRE Fresno-Kings Unit,Fresno,16.0,-119.58292,36.96642,Unknown,True,20.630363,1008280,226.0,1
CAL FIRE Riverside Unit,Riverside,48.0,-116.07429,33.58577,Unknown,True,28.838934,2429487,226.0,1
CAL FIRE Tuolumne-Calaveras Unit,Calaveras,15.0,-120.83484,38.19906,Unknown,True,18.498854,45674,226.0,1
CAL FIRE Fresno-Kings Unit,Fresno,18.0,-120.7109,36.61332,Unknown,True,22.571453,1008280,226.0,1
CAL FIRE San Bernardino Unit,San Bernardino,16.0,-116.55326,34.04412,Unknown,True,21.89376,2180563,225.0,1
CAL FIRE Tulare Unit,Tulare,79.0,-119.00334,35.89423,Unknown,True,22.335222,473446,223.0,1
CAL FIRE Nevada-Yuba-Placer Unit,Yuba,10.0,-121.376,39.23205,Unknown,True,20.809795,81705,225.0,1
CAL FIRE Amador-El Dorado Unit,Sacramento,68.0,-121.11113,38.33707,Unknown,True,18.72839,1579211,222.0,1
CAL FIRE/Riverside County Fire,Riverside,26.0,-116.59719,33.94788,Unknown,True,25.117783,2429487,222.0,1
Kern County Fire Department,Kern,16.0,-119.2877,35.188,Unknown,True,23.336168,906883,221.0,1
CAL FIRE Lassen-Modoc Unit,Modoc,42.0,-120.53443,41.38247,Unknown,True,14.084618,8651,220.0,1
CAL FIRE / Riverside County Fire,Riverside,27.0,-116.96079,33.82165,Unknown,True,21.963102,2429487,220.0,1
Los Angeles County Fire Department,Los Angeles,25.0,-118.37539,34.29931,Unknown,True,21.59994,9936690,220.0,1
"Kern County Fire Department, CAL FIRE and Bureau of Land Management",Kern,33.0,-118.4642,35.60633,Unknown,True,21.558481,906883,219.0,1
CAL FIRE Tehama-Glenn Unit,Tehama,78.0,-122.13088,40.38944,Unknown,True,20.890087,65484,219.0,1
CAL FIRE Lassen-Modoc Unit,Lassen,67.0,-120.1064,40.03392,Unknown,True,15.73742,31873,219.0,1
CAL FIRE/Riverside County Fire,Riverside,10.0,-116.88097,33.87107,Unknown,True,20.204222,2429487,219.0,1
CAL FIRE Santa Clara Unit,Contra Costa,20.0,-122.2102,37.86549,Unknown,True,15.044861,1162648,218.0,1
Kern County Fire,Kern,10.0,-118.796513,35.564124,Unknown,True,20.056206,906883,218.0,1
CAL FIRE/Butte County Fire,Butte,91.0,-121.64897,39.52499,Unknown,True,20.350534,213605,217.0,1
CAL FIRE Siskiyou Unit,Siskiyou,46.0,-122.4571,41.8721,Unknown,True,14.490793,44049,217.0,1
CAL FIRE Tulare Unit,Tulare,339.0,-118.87676,36.45809,Unknown,True,20.759983,473446,216.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Madera,157.0,-120.0193,37.12759,Unknown,True,20.681215,157243,216.0,1
Kern County Fire Department,Kern,206.0,-118.47939,35.59804,Unknown,True,21.208418,906883,213.0,1
Kern County Fire Department,Kern,35.0,-118.84134,35.37351,Unknown,True,23.17833,906883,214.0,1
CAL FIRE San Benito-Monterey Unit,Monterey,14.0,-120.52508,35.80375,Unknown,True,19.337051,437609,214.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Madera,1417.0,-119.8011,37.0825,Unknown,True,18.711647,157243,213.0,1
CAL FIRE Fresno Unit / Fresno County Fire,Fresno,186.0,-120.405077,36.704679,Unknown,True,21.072899,1008280,212.0,1
Sonoma-Lake Napa Unit,Napa,22.0,-122.2654,38.68347,Unknown,True,20.527258,137384,210.0,1
CAL FIRE San Benito-Monterey Unit,Monterey,32.0,-120.983684,35.902149,Unknown,True,19.393854,437609,212.0,1
CAL FIRE/Fresno County Fire,Fresno,450.0,-120.369347,36.616986,Unknown,True,22.047274,1008280,212.0,1
CALFIRE/Fresno County Fire,Fresno,76.0,-119.35901,36.8005,Unknown,True,17.67119,1008280,212.0,1
CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,38.0,-120.45268,37.85137,Unknown,True,20.212318,54993,212.0,1
CAL FIRE / Riverside County Fire,Riverside,33.0,-116.972036,33.584036,Unknown,True,20.758902,2429487,210.0,1
MCI Camp Pendleton,San Diego,50.0,-117.29509,33.23281,Unknown,False,19.568508,3289701,210.0,1
CAL FIRE Tulare Unit,Tulare,135.0,-118.74542,35.8556,Unknown,True,18.860674,473446,210.0,1
CAL FIRE / Riverside County Fire,Riverside,20.0,-116.85226,33.52584,Unknown,True,20.797096,2429487,210.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,150.0,-120.3187,35.6871,Unknown,True,19.239977,281712,209.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,63.0,-120.0088,37.36914,Unknown,True,19.66925,17130,208.0,1
CAL FIRE / Riverside County Fire,Riverside,105.0,-116.884446,33.950382,Unknown,True,20.799772,2429487,208.0,1
CAL FIRE/Riverside County Fire,Riverside,28.0,-117.11659,33.79925,Unknown,True,21.849056,2429487,208.0,1
CAL FIRE / Butte County Fire,Butte,134.0,-121.75417,39.69717,Unknown,True,20.27147,213605,207.0,1
CAL FIRE San Benito-Monterey Unit,Monterey,32.0,-120.93371,35.90092,Unknown,True,19.635225,437609,207.0,1
Unified Command LA County Fire and USFS,Los Angeles,850.0,-118.60703,34.55607,Unknown,False,18.312456,9936690,206.0,1
CAL FIRE Tehama-Glenn Unit,Tehama,60.0,-122.83208,40.32063,Unknown,True,19.387152,65484,205.0,1
CAL FIRE / Riverside County Fire,Riverside,10.0,-116.9669,33.90965,Unknown,True,21.285564,2429487,205.0,1
CAL FIRE / Riverside County Fire,Riverside,153.0,-117.21314,33.98639,Unknown,True,21.617441,2429487,205.0,1
Madera County Fire,Madera,25.0,-119.95136,37.02081,Unknown,True,20.642612,157243,205.0,1
Sequoia National Forest,Kern,1522.0,-118.66733,35.53456,Unknown,False,21.148737,906883,205.0,1
CAL FIRE / Riverside County Fire,Riverside,26.0,-117.31924,33.71025,Unknown,True,22.769928,2429487,205.0,1
CAL FIRE Siskiyou Unit,Siskiyou,56.0,-122.36545,41.93006,Unknown,True,14.240333,44049,205.0,1
Vallejo City Fire Department,Solano,39.0,-122.23004,38.07481,Unknown,False,16.754421,450995,201.0,1
San Bernardino National Forest,San Bernardino,1503.0,-116.826,34.2976,Unknown,False,13.623371,2180563,204.0,1
USFS - Humboldt-Toiyabe National Forest,Sierra,168.0,-120.02325,39.71101,Unknown,False,14.176018,2916,204.0,1
CAL FIRE Tuolumne-Calaveras Unit,Stanislaus,65.0,-120.68992,37.82934,Unknown,True,19.236082,552063,202.0,1
CAL FIRE Santa Clara Unit,Santa Clara,54.0,-121.76323,37.33454,Unknown,True,17.499378,1916831,202.0,1
CAL FIRE/Butte County Fire,Butte,21.0,-121.4143,39.364,Unknown,True,19.95629,213605,201.0,1
CAL FIRE / Butte County Fire,Butte,111.0,-121.5786,39.38416,Unknown,True,19.999598,213605,201.0,1
CAL FIRE / Fresno County Fire,Fresno,357.0,-120.65185,36.27306,Unknown,True,16.670612,1008280,200.0,1
CAL FIRE Tehama-Glenn Unit,Tehama,42.0,-122.27379,40.10282,Unknown,True,20.753864,65484,199.0,1
Tulare County,Tulare,0.0,-119.50606,36.51912,Unknown,False,20.763807,473446,200.0,1
LA County Fire Department,Los Angeles,760.0,-118.49343,34.37443,Unknown,False,21.20804,9936690,198.0,1
CAL FIRE San Diego Unit / Cleveland National Forest,San Diego,36.0,-116.77342,33.1683,Unknown,True,19.38272,3289701,198.0,1
CAL FIRE/Riverside County Fire,Riverside,6309.0,-116.594422,33.530045,Unknown,True,17.135887,2429487,197.0,1
CAL FIRE Siskiyou Unit,Siskiyou,19.0,-122.645079,40.703775,Unknown,True,17.86268,44049,197.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,1626.0,-120.4992,35.4025,Unknown,True,15.633574,281712,197.0,1
CAL FIRE Amador-El Dorado Unit,Sacramento,35.0,-120.92162,38.45822,Unknown,True,18.893728,1579211,196.0,1
Marin County Fire Department,Marin,38.0,-122.65749,37.9775,Unknown,True,13.680919,260485,196.0,1
CAL FIRE San Diego Unit,San Diego,25.0,-116.8516,32.7789,Unknown,True,20.642046,3289701,196.0,1
USFS - San Bernardino National Forest ,San Bernardino,670.0,-117.17813,34.14575,Unknown,False,20.92914,2180563,196.0,1
CAL FIRE Humboldt-Del Norte Unit,Del Norte,28.0,-124.19629,41.93323,Unknown,True,15.372688,27462,197.0,1
CAL FIRE Santa Clara Unit,Santa Clara,85.0,-121.71752,37.3344,Unknown,True,18.226505,1916831,194.0,1
CAL FIRE San Benito-Monterey,Monterey,15.0,-120.87492,35.947,Unknown,True,19.895144,437609,195.0,1
Modoc National Forest,Modoc,562.0,-121.29581,41.85763,Unknown,False,12.814005,8651,195.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,558.0,-119.9646,37.3762,Unknown,True,16.413342,17130,195.0,1
Camp Pendleton Marine Corps Base,San Diego,0.0,-117.58252,33.43513,Unknown,False,20.72708,3289701,195.0,1
Kern County Fire,Kern,1200.0,-118.80123,35.38298,Unknown,True,21.713493,906883,193.0,1
CAL FIRE San Benito-Monterey Unit,Monterey,42.0,-121.08753,35.96275,Unknown,True,19.394785,437609,194.0,1
Los Angeles County Fire Department,Los Angeles,55.0,-118.58624,34.03941,Unknown,False,19.84134,9936690,194.0,1
Los Angeles County Fire Department,Los Angeles,41.0,-118.70294,34.10446,Unknown,True,21.340822,9936690,194.0,1
CAL FIRE Shasta-Trinity Unit,Shasta,128.0,-122.0122,40.69554,Unknown,True,18.555983,181852,192.0,1
CAL FIRE Nevada-Yuba-Placer Unit,Nevada,10.0,-121.06656,39.08382,Unknown,True,18.35293,102322,191.0,1
CAL FIRE Riverside Unit,Riverside,11.0,-117.096233,33.913089,Unknown,True,22.40487,2429487,191.0,1
CAL FIRE Butte Unit,Butte,14.0,-121.6268,39.8629,Unknown,True,18.429451,213605,191.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,225.0,-119.921,37.4591,Unknown,True,18.068285,17130,191.0,1
CAL FIRE / Fresno County Fire,Fresno,1562.0,-120.620791,36.269125,Unknown,True,16.978605,1008280,191.0,1
CAL FIRE / Riverside County Fire,Riverside,30.0,-117.25411,33.96896,Unknown,True,21.006828,2429487,190.0,1
CAL FIRE/Riverside County Fire Department ,Riverside,10.0,-116.99321,33.91806,Unknown,True,20.839819,2429487,190.0,1
CAL FIRE/Riverside County Fire Department,Riverside,50.0,-117.16215,33.87739,Unknown,True,21.723866,2429487,190.0,1
CAL FIRE San Benito-Monterey Unit,San Benito,34.0,-121.30983,36.85596,Unknown,True,16.455431,64753,189.0,1
CAL FIRE San Bernardino Unit / San Bernardino National Forest,San Bernardino,13.0,-117.3125,34.304722,Unknown,False,18.511105,2180563,189.0,1
CAL FIRE / Fresno County Fire,Fresno,57.0,-119.51592,36.81476,Unknown,True,19.999302,1008280,189.0,1
CAL FIRE / Riverside County Fire,Riverside,35.0,-117.48405,33.99316,Unknown,True,21.349218,2429487,189.0,1
CAL FIRE / Butte County Fire,Butte,18.0,-121.54722,39.53944,Unknown,True,19.727833,213605,189.0,1
Ventura County Fire Department,Ventura,50.0,-118.98603,34.20599,Unknown,False,20.579025,842009,189.0,1
Klamath National Forest,Siskiyou,0.0,-122.73031,41.86609,Unknown,False,14.824963,44049,189.0,1
CAL FIRE / Riverside County Fire,Riverside,205.0,-117.48195,33.85323,Unknown,True,22.334518,2429487,189.0,1
CAL FIRE Tulare Unit,Tulare,21.0,-118.81979,36.10858,Unknown,True,19.968006,473446,188.0,1
CAL FIRE Siskiyou Unit,Siskiyou,496.0,-122.8428,41.3975,Unknown,True,12.958867,44049,188.0,1
CAL FIRE Amador-El Dorado Unit,El Dorado,74.0,-120.97111,38.7803,Unknown,True,18.543379,191713,185.0,1
CAL FIRE Tuolumne-Calaveras Unit,Stanislaus,62.0,-120.4925,37.64898,Unknown,True,19.351875,552063,185.0,1
CAL FIRE/Fresno County Fire,Fresno,91.0,-119.65621,36.95104,Unknown,True,19.94003,1008280,188.0,1
CAL FIRE Tuolumne-Calaveras Unit,Calaveras,22.0,-120.67848,38.20176,Unknown,True,17.763472,45674,188.0,1
CAL FIRE Sonoma-Lake-Napa Unit ,Yolo,1700.0,-122.0251,38.49521,Unknown,True,18.664597,217141,187.0,1
Kern County Fire,Kern,1626.0,-119.08312,35.59904,Unknown,True,21.629549,906883,187.0,1
Unified Command: CAL FIRE San Luis Obispo Unit / Santa Barbara County / Los Padres National Forest,San Luis Obispo,28687.0,-120.3223,35.0179,Unknown,True,16.463455,281712,187.0,1
Lassen National Forest,Lassen,0.0,-120.9643,40.6361,Unknown,False,9.768788,31873,187.0,1
Kern County Fire Department,Kern,2940.0,-118.89627,35.77896,Unknown,True,20.796309,906883,186.0,1
CAL FIRE Siskiyou Unit / Klamath National Forest,Siskiyou,0.0,-123.474,41.841,Unknown,False,12.165456,44049,198.0,1
 CAL FIRE Madera-Mariposa-Merced Unit,Madera,90.0,-120.02027,37.09773,Unknown,True,19.566034,157243,186.0,1
CAL FIRE / Riverside County Fire,Riverside,33.0,-117.314994,33.763304,Unknown,True,21.6597,2429487,186.0,1
CAL FIRE Butte County Fire,Butte,6033.0,-121.41222,39.45352,Unknown,True,16.783875,213605,186.0,1
Unified Command -  CAL FIRE San Bernardino Unit / Redlands Fire Department,San Bernardino,74.0,-117.06765,34.07612,Unknown,True,20.384247,2180563,186.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,58.0,-120.62825,35.346,Unknown,True,18.592556,281712,186.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,36.0,-120.34802,37.65963,Unknown,True,18.808624,17130,186.0,1
CAL FIRE Santa Clara Unit,Contra Costa,231.0,-121.78677,37.87808,Unknown,True,17.001022,1162648,185.0,1
CAL FIRE Shasta-Trinity Unit,Shasta,10.0,-122.38619,40.48972,Unknown,True,19.186523,181852,178.0,1
Los Padres National Forest,Santa Barbara,18430.0,-119.9494,34.55096,Unknown,False,18.965635,445213,185.0,1
Modoc National Forest,Modoc,410.0,-121.30451,41.72163,Unknown,False,12.578038,8651,180.0,1
Six Rivers National Forest,Siskiyou,27276.0,-123.501,41.59,Unknown,False,14.630294,44049,167.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,340.0,-120.47322,35.42433,Unknown,True,16.126797,281712,184.0,1
CAL FIRE Santa Clara Unit,Contra Costa,370.0,-122.25544,38.02929,Unknown,True,15.98729,1162648,185.0,1
CAL FIRE Nevada-Yuba-Placer Unit,Yuba,50.0,-121.303,39.06308,Unknown,True,18.306725,81705,185.0,1
CAL FIRE Amador-El Dorado Unit,El Dorado,13.0,-121.06088,38.67474,Unknown,True,18.256992,191713,181.0,1
CAL FIRE San Benito-Monterey Unit,"Monterey, San Luis Obispo",1816.0,-120.57894,35.86949,Unknown,True,17.772097,719321,185.0,1
CAL FIRE Tehema-Glenn Unit,Tehama,29.0,-122.42606,40.29118,Unknown,True,19.836432,65484,185.0,1
CAL FIRE Fresno-Kings Unit,Kings,48660.0,-120.20014,35.93273,Unknown,True,17.348747,152515,184.0,1
CAL FIRE / Butte County Fire,Butte,166.0,-121.53865,39.37192,Unknown,True,19.14263,213605,183.0,1
Humboldt-Toiyabe National Forest,Sierra,747.0,-120.027222,39.439722,Unknown,False,11.001471,2916,183.0,1
CAL FIRE Santa Clara Unit,Santa Clara,70.0,-121.68562,37.25014,Unknown,True,16.743437,1916831,183.0,1
CAL FIRE Butte Unit ,Butte,10.0,-121.33785,39.50475,Unknown,True,16.780306,213605,181.0,1
Santa Barbara County Fire,Santa Barbara,50.0,-120.13249,34.72379,Unknown,True,17.841515,445213,176.0,1
"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, USFS - San Bernardino National Forest and City of Highland",San Bernardino,460.0,-117.10567,34.09773,Unknown,True,17.70249,2180563,272.0,4
"Unified Command: CAL FIRE San Diego Unit, Alpine Fire Protection District and  Lakeside Fire Protection District",San Diego,400.0,-116.85396,32.84796,Unknown,True,20.116024,3289701,182.0,1
Bureau of Land Management,Lassen,83733.0,-120.14013,40.07045,Unknown,False,14.187904,31873,182.0,1
San Jose Fire Department,Santa Clara,101.0,-121.8179,37.39801,Unknown,False,16.997118,1916831,182.0,1
CAL FIRE Tuolumne-Calaveras Unit,Calaveras,59.0,-120.85322,38.18303,Unknown,True,17.776583,45674,181.0,1
CALFIRE / Riverside County Fire,Riverside,32.0,-117.07975,33.62613,Unknown,True,20.335678,2429487,180.0,1
San Bernardino National Forest,San Bernardino,46.0,-117.189,34.149,Unknown,False,20.503681,2180563,181.0,1
Marin County Fire,Marin,35.0,-122.77846,38.08055,Unknown,True,14.035292,260485,181.0,1
CAL FIRE / Riverside County Fire,Riverside,10.0,-117.24091,33.77896,Unknown,True,21.36318,2429487,180.0,1
Monterey County Regional Fire District,Monterey,40.0,-121.74826,36.66684,Unknown,False,15.113429,437609,177.0,1
CAL FIRE Mendocino Unit,Mendocino,900.0,-123.28825,39.30125,Unknown,True,13.39767,91145,177.0,1
CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,81826.0,-120.21321,37.61757,Unknown,True,16.205849,17130,177.0,1
CAL FIRE Mendocino Unit,Mendocino,20.0,-123.10227,39.13207,Unknown,True,14.369912,91145,176.0,1
CAL FIRE / Fresno County Fire,Fresno,1649.0,-120.55579,35.95911,Unknown,True,18.968437,1008280,176.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Colusa,70.0,-122.20127,39.01224,Unknown,True,19.996006,21811,176.0,1
CAL FIRE Tuolumne-Calaveras Unit,Calaveras,117.0,-120.62177,38.29113,Unknown,True,16.34726,45674,176.0,1
CAL FIRE Lassen-Modoc Unit,Modoc,15.0,-120.56933,41.45589,Unknown,True,12.486974,8651,176.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Lake,40.0,-122.62382,38.86056,Unknown,True,18.191422,68024,176.0,1
CAL FIRE Tulare Unit,Tulare,59.0,-118.78928,36.18815,Unknown,True,18.625622,473446,176.0,1
Kings County,Kings,2312.0,-120.05404,36.05187,Unknown,False,19.52049,152515,138.0,1
Six Rivers National Forest,Humboldt,19.0,-123.57562,40.39799,Unknown,False,12.303905,136132,161.0,1
Kern County Fire ,Kern,1083.0,-119.44751,34.94373,Unknown,True,17.709417,906883,175.0,1
CAL FIRE Shasta-Trintiy Unit,Shasta,180.0,-122.43608,40.47106,Unknown,True,19.402565,181852,175.0,1
CAL FIRE/Riverside County Fire,Riverside,72.0,-117.25075,33.75526,Unknown,True,21.167868,2429487,175.0,1
CAL FIRE Tulare Unit,Tulare,58.0,-118.99944,36.64404,Unknown,True,18.837257,473446,175.0,1
City of Orland Fire Department,Glenn,0.0,-122.17657,39.75425,Unknown,False,19.66356,28657,174.0,1
CAL FIRE Tulare Unit,Tulare,2289.0,-118.94252,36.0226,Unknown,True,18.628658,473446,163.0,1
Klamath National Forest,Siskiyou,0.0,-123.508,41.702,Unknown,False,11.942566,44049,168.0,1
CAL FIRE Tuolumne-Calaveras Unit ,Tuolumne,124.0,-120.36005,37.90014,Unknown,True,17.658411,54993,163.0,1
Los Angles County Fire Department,Los Angeles,135.0,-118.851943,34.792882,Unknown,False,16.099794,9936690,165.0,1
Riverside County Fire Department,Riverside,63.0,-117.18552,33.81976,Unknown,True,20.513256,2429487,165.0,1
CAL FIRE Tuolumne-Calaveras Unit,Stanislaus,19.0,-120.65764,37.81827,Unknown,True,18.593096,552063,175.0,1
Unified Command: CAL FIRE/Butte County and Chico Fire Department,Butte,103.0,-121.74121,39.76243,Unknown,True,15.850445,213605,267.0,4
U.S. Forest Service - Plumas National Forest,Plumas,4310.0,-120.9761,39.9034,Unknown,False,9.194478,19650,164.0,1
CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,675.0,-120.408135,37.905545,Unknown,True,16.867373,54993,164.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,47.0,-120.5634,35.06472,Unknown,True,16.153566,281712,173.0,1
CAL FIRE Nevada-Yuba-Placer Unit,Nevada,10.0,-120.97586,39.36902,Unknown,True,15.368426,102322,172.0,1
CAL FIRE Amador - El Dorado Unit,El Dorado,140.0,-120.70013,38.559707,Unknown,True,16.27909,191713,167.0,1
CAL FIRE Tulare Unit,Tulare,416.0,-119.06598,36.22265,Unknown,True,20.146818,473446,173.0,1
CAL FIRE Amador-El Dorado Unit,Sacramento,1268.0,-121.104,38.5181,Unknown,True,16.5636,1579211,167.0,1
CAL FIRE Santa Clara Unit,Santa Clara,51.0,-121.84108,37.44485,Unknown,True,16.956486,1916831,167.0,1
USFS - Six Rivers National Forest,Del Norte,319.0,-123.506,41.478,Unknown,False,16.221607,27462,174.0,1
USFS - San Bernardino National Forest,San Bernardino,85.0,-117.14466,34.20152,Unknown,False,14.663449,2180563,171.0,1
Unified Command: CAL FIRE San Diego County Fire Authority and Cleveland National Forest - USFS,San Diego,255.0,-116.66107,33.34659,Unknown,True,15.87112,3289701,264.0,4
San Bernardino National Forest - USFS ,San Bernardino,20.0,-117.199,34.139,Unknown,False,20.684889,2180563,171.0,1
CAL FIRE Amador-El Dorado Unit,El Dorado,13.0,-120.73757,38.69775,Unknown,True,16.772417,191713,168.0,1
CAL FIRE San Luis Obispo unit,San Luis Obispo,150.0,-120.23656,35.7751,Unknown,True,17.42585,281712,169.0,1
CAL FIRE Nevada-Yuba-Placer Unit,Yuba,39.0,-121.3519,39.06522,Unknown,True,17.941828,81705,169.0,1
CAL FIRE Santa Clara Unit,Santa Clara,78.0,-121.55552,36.96607,Unknown,True,15.6453,1916831,170.0,1
Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit / San Bernardino County Fire,San Bernardino,170.0,-117.03031,34.41204,Unknown,True,19.319801,2180563,170.0,1
CAL FIRE Tehama-Glenn Unit,Tehama,57.0,-122.3209,40.1583,Unknown,True,18.632313,65484,165.0,1
CAL FIRE Nevada - Yuba - Placer Unit,Nevada,15.0,-120.95498,39.16826,Unknown,True,14.579077,102322,166.0,1
CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,20.0,-120.31157,37.65986,Unknown,True,17.464333,54993,161.0,1
CAL FIRE Shasta Trinity Unit,Shasta,17.0,-122.17384,40.69259,Unknown,True,18.019444,181852,164.0,1
CAL FIRE Siskiyou Unit,Siskiyou,155.0,-121.9741,41.9808,Unknown,True,8.823632,44049,164.0,1
CAL FIRE Amador-El Dorado Unit,El Dorado,236.0,-121.039267,38.538332,Unknown,True,16.766312,191713,163.0,1
Sequoia National Forest,Kern,1350.0,-118.654,35.543,Unknown,False,18.193518,906883,163.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,11.0,-122.90217,38.70289,Unknown,True,17.337463,488436,162.0,1
San Bernardino National Forest,San Bernardino,100.0,-117.26969,34.19076,Unknown,False,19.67312,2180563,162.0,1
CAL FIRE / Riverside County Fire,Riverside,200.0,-117.396404,33.689092,Unknown,True,21.037651,2429487,162.0,1
Shasta-Trinity National Forest,Trinity,32.0,-123.39253,40.79902,Unknown,False,15.153685,15889,160.0,1
CAL FIRE San Luis Obispo Unit,San Luis Obispo,70.0,-120.2913,35.4403,Unknown,True,17.79985,281712,160.0,1
CAL FIRE San Luis Obispo Unit / Los Padres National Forest,San Luis Obispo,460.0,-120.28037,35.40357,Unknown,True,17.358461,281712,160.0,1
Modoc National Forest,Modoc,0.0,-120.304,41.338,Unknown,False,7.955302,8651,170.0,1
CAL FIRE Humboldt-Del Norte Unit,Humboldt,85.0,-123.76099,40.11794,Unknown,True,11.364841,136132,159.0,1
CAL FIRE San Bernardino Unit / San Bernardino National Forest / City of Yucaipa ,San Bernardino,325.0,-117.03826,34.08492,Unknown,True,16.995625,2180563,159.0,1
Angeles National Forest,Los Angeles,10.0,-117.85182,34.23925,Unknown,False,20.785797,9936690,159.0,1
CAL FIRE Humboldt-Del Norte Unit,Humboldt,30.0,-123.64281,40.27582,Unknown,True,14.548631,136132,159.0,1
CAL FIRE Sonoma-Lake-Napa Unit,Lake,62.0,-122.81135,38.94599,Unknown,True,15.978251,68024,154.0,1
CAL FIRE/Riverside County Fire,Riverside,122.0,-117.239099,34.009026,Unknown,True,19.936409,2429487,158.0,1
Kern County Fire Department / Sequoia National Forest,Kern,50.0,-118.47307,35.70639,Unknown,False,18.076029,906883,157.0,1
Tahoe National Forest,Plumas,1020.0,-120.1397,39.75371,Unknown,False,9.527834,19650,156.0,1
Bureau of Land Management Northern California District,Lassen,530.0,-120.74968,41.11989,Unknown,False,9.716441,31873,156.0,1
Plumas National Forest,Lassen,859.0,-120.066,39.888,Unknown,False,9.023845,31873,156.0,1
CAL FIRE/Riverside County Fire/San Bernardino National Forest ,Riverside,92.0,-116.8247,33.57139,Unknown,True,17.594425,2429487,155.0,1
CAL FIRE San Benito-Monterey,Monterey,82.0,-120.64584,35.86596,Unknown,True,16.817142,437609,155.0,1
Six Rivers National Forest,Trinity,4736.0,-123.36882,40.17598,Unknown,False,13.206244,15889,155.0,1
CAL FIRE/Kern County Fire,Kern,338.0,-118.9267,34.92907,Unknown,True,19.17736,906883,152.0,1
CAL FIRE Santa Clara Unit,Santa Clara,100.0,-121.68165,37.14653,Unknown,True,16.542791,1916831,151.0,1
CAL FIRE Tehama-Glenn Unit,Tehama,15.0,-122.5415,39.87983,Unknown,True,17.667263,65484,152.0,1
CAL FIRE Sonoma-Lake-Napa Unit ,Napa,114.0,-122.2483,38.49336,Unknown,True,15.895972,137384,151.0,1
CAL FIRE/Riverside County Fire,Riverside,19.0,-117.124538,33.797216,Unknown,True,19.50186,2429487,149.0,1
CAL FIRE San Luis Obispo/Department of Defense-Camp Roberts ,San Luis Obispo,775.0,-120.77485,35.7908,Unknown,True,17.272022,281712,151.0,1
Rogue-River-Siskiyou National Forest,Siskiyou,41.0,-122.9401,41.99279,Unknown,False,7.689195,44049,149.0,1
CAL FIRE/Riverside County Fire,Riverside,1500.0,-117.30819,33.98212,Unknown,True,18.585358,2429487,149.0,1
